5	0	31306.17
0	0	31258.88
5	0	31264.44
10	0	31267.82
15	0	31267.49
20	0	31273.03
25	0	31277.22
30	0	31281.47
35	0	31289.57
40	0	31285.8
45	0	31280.82
50	0	31278.57
55	0	31276.94
60	0	31275.39
65	0	31277.9
70	0	31290.27
75	0	31286.25
80	0	31282.65
85	0	31282.78
90	0	31286.07
95	0	31285.99
100	0	31281.64
105	0	31280.54
110	0	31290.33
115	0	31287.48
120	0	31289.71
125	0	31291.39
130	0	31291.02
135	0	31295.92
140	0	31299.6
145	0	31287.95
150	0	31288.77
150	5	31288.37
145	5	31289.33
140	5	31294.84
135	5	31295.58
130	5	31293.23
125	5	31293.75
120	5	31292.41
115	5	31287.43
110	5	31282.74
105	5	31286.27
100	5	31285.75
95	5	31285.25
90	5	31286.65
85	5	31291.12
80	5	31287.61
75	5	31288.6
70	5	31288
65	5	31281
60	5	31280.62
55	5	31255.03
50	5	31284.73
45	5	31291.09
40	5	31292.65
35	5	31261.67
30	5	31290.35
25	5	31279.62
20	5	31272.36
15	5	31268.88
10	5	31260.78
5	5	31257.47
0	5	31255.3
5	5	31257.87
10	5	31261.71
15	5	31257.22
20	5	31261.43
25	5	31271.68
30	5	31281.46
35	5	31291.63
40	5	31291.74
45	5	31292.97
50	5	31292.68
55	5	31286.11
60	5	31281.57
65	5	31280.13
70	5	31279.65
75	5	31280.39
80	5	31279.77
85	5	31281.13
90	5	31284.82
95	5	31289.3
100	5	31290.5
105	5	31284.75
110	5	31285.01
115	5	31282.83
120	5	31289.37
125	5	31290.57
130	5	31293.61
135	5	31294.09
140	5	31285.58
145	5	31298.18
150	5	31293.51
150	10	31292.34
150	15	31295.4
155	15	31289.97
160	15	31294.64
165	15	31296.78
170	15	31291.53
175	15	31289.5
180	15	31285.58
185	15	31283.69
190	15	31288.19
195	15	31294.9
200	15	31293.67
205	15	31291.42
210	15	31284.69
215	15	31281.21
220	15	31280.71
225	15	31284.57
230	15	31283.56
235	15	31284.9
240	15	31284.78
245	15	31290.74
250	15	31292.81
255	15	31292.88
260	15	31288.22
265	15	31289.57
270	15	31287.33
275	15	31285.29
280	15	31274.93
285	15	31264.69
290	15	31254.64
295	15	31251.43
300	15	31254.78
305	15	31222.75
305	20	31247.86
0	20	31248.57
5	20	31258.51
10	20	31247.95
15	20	31260.32
20	20	31273.77
25	20	31283.67
30	20	31283.72
35	20	31286.4
40	20	31273.49
45	20	31293.13
50	20	31296.29
55	20	31290.28
60	20	31288.39
65	20	31279.46
70	20	31281.65
75	20	31285.41
80	20	31277.98
85	20	31284.48
90	20	31276.87
95	20	31286.42
100	20	31289.85
105	20	31294.21
110	20	31287.93
115	20	31292.26
120	20	31282.84
125	20	31290.37
130	20	31291.46
135	20	31295.72
140	20	31290.61
145	20	31291.94
150	20	31289.1
155	20	31292.58
155	25	31289.87
150	25	31294.89
145	25	31291.93
140	25	31292.12
135	25	31290.9
130	25	31288.78
125	25	31287.92
120	25	31289.99
115	25	31293.81
110	25	31295.17
105	25	31287.84
100	25	31284.29
95	25	31278.37
90	25	31284.84
85	25	31285.56
80	25	31283.1
75	25	31288.53
70	25	31289.49
65	25	31286.22
60	25	31290.3
55	25	31293.49
50	25	31283.33
45	25	31253.94
40	25	31281.43
35	25	31287.49
30	25	31285.53
25	25	31274.55
20	25	31285.43
15	25	31279.65
10	25	31279.46
5	25	31265.68
0	25	31246.7
0	30	31242.26
0	30	31249.86
